date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:36:48	32540/32540	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2021%20Nov%202024%2003:05:33%20GMT	https://www.fanflixbd.com/cdn/shop/t/10/assets/global.js?v=88558128918567037191730287779	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/shop/t/10/assets/global1ab0.js	(from https://www.fanflixbd.com/)
14:36:48	1441/1441	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2030%20Oct%202024%2011:30:16%20GMT	https://www.fanflixbd.com/cdn/shop/t/10/assets/details-disclosure.js?v=13653116266235556501730287779	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/shop/t/10/assets/details-disclosure7a2e.js	(from https://www.fanflixbd.com/)
14:36:48	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20May%202025%2008:36:14%20GMT	http://www.fanflixbd.com/cdn/shop/t/10/assets/details-modal.js?v=25581673532751508451730287779	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/shop/t/10/assets/details-modal15b2.js	(from https://www.fanflixbd.com/)
14:36:49	1555/1555	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2030%20Oct%202024%2011:30:16%20GMT	https://www.fanflixbd.com/cdn/shop/t/10/assets/details-modal.js?v=25581673532751508451730287779	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/shop/t/10/assets/details-modal15b2.js	(from https://www.fanflixbd.com/)
14:36:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20May%202025%2008:36:14%20GMT	http://www.fanflixbd.com/cdn/shop/t/10/assets/search-form.js?v=133129549252120666541730287779	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/shop/t/10/assets/search-formfb65.js	(from https://www.fanflixbd.com/)
14:36:49	995/995	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2030%20Oct%202024%2011:30:16%20GMT	https://www.fanflixbd.com/cdn/shop/t/10/assets/search-form.js?v=133129549252120666541730287779	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/shop/t/10/assets/search-formfb65.js	(from https://www.fanflixbd.com/)
14:36:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20May%202025%2008:36:15%20GMT	http://www.fanflixbd.com/cdn/shop/t/10/assets/animations.js?v=88693664871331136111730287779	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/shop/t/10/assets/animations392f.js	(from https://www.fanflixbd.com/)
14:36:49	2930/2930	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2021%20Nov%202024%2003:05:33%20GMT	https://www.fanflixbd.com/cdn/shop/t/10/assets/animations.js?v=88693664871331136111730287779	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/shop/t/10/assets/animations392f.js	(from https://www.fanflixbd.com/)
14:36:50	4083/4083	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2020%20May%202025%2008:36:15%20GMT	https://www.fanflixbd.com/checkouts/internal/preloads.js?locale=en-BD	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/checkouts/internal/preloads1001.js	(from https://www.fanflixbd.com/)
14:36:50	9652/9652	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2020%20Mar%202025%2010:54:25%20GMT	https://cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	C:/My%20Web%20Sites/Fanflix/cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	(from https://www.fanflixbd.com/)
14:36:50	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20May%202025%2008:36:16%20GMT	http://www.fanflixbd.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-c354cc1bc6f1fafc3e06e39f4fb0e1d9abdf763072ca394d606ca9f6f241e68a.js	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-c354cc1bc6f1fafc3e06e39f4fb0e1d9abdf763072ca394d606ca9f6f241e68a.js	(from https://www.fanflixbd.com/)
14:36:50	12962/12962	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2016%20Apr%202025%2017:49:54%20GMT	https://www.fanflixbd.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-c354cc1bc6f1fafc3e06e39f4fb0e1d9abdf763072ca394d606ca9f6f241e68a.js	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-c354cc1bc6f1fafc3e06e39f4fb0e1d9abdf763072ca394d606ca9f6f241e68a.js	(from https://www.fanflixbd.com/)
14:36:52	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20May%202025%2008:36:16%20GMT	http://www.fanflixbd.com/cdn/shop/t/10/compiled_assets/scripts.js?549	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/shop/t/10/compiled_assets/scriptsccb1.js	(from https://www.fanflixbd.com/)
14:36:52	273329/273329	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2020%20May%202025%2008:25:22%20GMT	https://www.fanflixbd.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	(from https://www.fanflixbd.com/)
14:36:52	3263/3263	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2020%20May%202025%2007:44:13%20GMT	https://www.fanflixbd.com/cdn/shop/t/10/compiled_assets/scripts.js?549	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/shop/t/10/compiled_assets/scriptsccb1.js	(from https://www.fanflixbd.com/)
14:36:52	12290/12290	---MCZ	200	added ('OK')	text/css	date:Tue,%2020%20May%202025%2008:29:16%20GMT	https://www.fanflixbd.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	(from https://www.fanflixbd.com/)
14:36:53	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20May%202025%2008:36:18%20GMT	http://www.fanflixbd.com/cdn/fonts/poppins/poppins_n4.934accbf9f5987aa89334210e6c1e9151f37d3b6.woff2?h1=Zjc1MjA2LTUuYWNjb3VudC5teXNob3BpZnkuY29t&h2=ZmFuZmxpeGJkLmNvbQ&h3=YWNjb3VudC5mYW5mbGl4YmQuY29t&h4=ZmFuZmxpeGJkLm5ldA&hmac=d8cbb865e079114a1ce10216c8382e391c2eed7c54af1d6c935ccb79dd818f53	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/fonts/poppins/poppins_n4.934accbf9f5987aa89334210e6c1e9151f37d3b60299.woff2	(from https://www.fanflixbd.com/)
14:36:54	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20May%202025%2008:36:19%20GMT	http://www.fanflixbd.com/cdn/fonts/poppins/poppins_n4.ee28d4489eaf5de9cf6e17e696991b5e9148c716.woff?h1=Zjc1MjA2LTUuYWNjb3VudC5teXNob3BpZnkuY29t&h2=ZmFuZmxpeGJkLmNvbQ&h3=YWNjb3VudC5mYW5mbGl4YmQuY29t&h4=ZmFuZmxpeGJkLm5ldA&hmac=6d596c5f48185176c39df4fe77002b36c57d3f97e6ba38ca06083a4db9b973c8	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/fonts/poppins/poppins_n4.ee28d4489eaf5de9cf6e17e696991b5e9148c71626fb.woff	(from https://www.fanflixbd.com/)
14:36:54	9128/9128	---M--	200	added ('OK')	font/woff2	date:Thu,%2020%20Mar%202025%2012:42:39%20GMT	https://www.fanflixbd.com/cdn/fonts/poppins/poppins_n4.934accbf9f5987aa89334210e6c1e9151f37d3b6.woff2?h1=Zjc1MjA2LTUuYWNjb3VudC5teXNob3BpZnkuY29t&h2=ZmFuZmxpeGJkLmNvbQ&h3=YWNjb3VudC5mYW5mbGl4YmQuY29t&h4=ZmFuZmxpeGJkLm5ldA&hmac=d8cbb865e079114a1ce10216c8382e391c2eed7c54af1d6c935ccb79dd818f53	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/fonts/poppins/poppins_n4.934accbf9f5987aa89334210e6c1e9151f37d3b60299.woff2	(from https://www.fanflixbd.com/)
14:36:54	9124/9124	---M--	200	added ('OK')	font/woff2	date:Thu,%2017%20Apr%202025%2012:25:44%20GMT	https://www.fanflixbd.com/cdn/fonts/poppins/poppins_n4.ee28d4489eaf5de9cf6e17e696991b5e9148c716.woff?h1=Zjc1MjA2LTUuYWNjb3VudC5teXNob3BpZnkuY29t&h2=ZmFuZmxpeGJkLmNvbQ&h3=YWNjb3VudC5mYW5mbGl4YmQuY29t&h4=ZmFuZmxpeGJkLm5ldA&hmac=6d596c5f48185176c39df4fe77002b36c57d3f97e6ba38ca06083a4db9b973c8	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/fonts/poppins/poppins_n4.ee28d4489eaf5de9cf6e17e696991b5e9148c71626fb.woff	(from https://www.fanflixbd.com/)
14:36:54	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20May%202025%2008:36:19%20GMT	http://www.fanflixbd.com/cdn/fonts/poppins/poppins_n7.58aca33913fc6666cc9e8a53f6b16ec5c3c05a3f.woff2?h1=Zjc1MjA2LTUuYWNjb3VudC5teXNob3BpZnkuY29t&h2=ZmFuZmxpeGJkLmNvbQ&h3=YWNjb3VudC5mYW5mbGl4YmQuY29t&h4=ZmFuZmxpeGJkLm5ldA&hmac=cb96c37db1154acbd0df796b1f899813718f81c8eb374faf587c6a3f77937628	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/fonts/poppins/poppins_n7.58aca33913fc6666cc9e8a53f6b16ec5c3c05a3f56aa.woff2	(from https://www.fanflixbd.com/)
14:36:54	8944/8944	---M--	200	added ('OK')	font/woff2	date:Sun,%2023%20Feb%202025%2010:52:42%20GMT	https://www.fanflixbd.com/cdn/fonts/poppins/poppins_n7.58aca33913fc6666cc9e8a53f6b16ec5c3c05a3f.woff2?h1=Zjc1MjA2LTUuYWNjb3VudC5teXNob3BpZnkuY29t&h2=ZmFuZmxpeGJkLmNvbQ&h3=YWNjb3VudC5mYW5mbGl4YmQuY29t&h4=ZmFuZmxpeGJkLm5ldA&hmac=cb96c37db1154acbd0df796b1f899813718f81c8eb374faf587c6a3f77937628	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/fonts/poppins/poppins_n7.58aca33913fc6666cc9e8a53f6b16ec5c3c05a3f56aa.woff2	(from https://www.fanflixbd.com/)
14:36:55	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20May%202025%2008:36:20%20GMT	http://www.fanflixbd.com/cdn/fonts/poppins/poppins_n7.59016f931f3f39434d2e458fba083eb7db7a07d9.woff?h1=Zjc1MjA2LTUuYWNjb3VudC5teXNob3BpZnkuY29t&h2=ZmFuZmxpeGJkLmNvbQ&h3=YWNjb3VudC5mYW5mbGl4YmQuY29t&h4=ZmFuZmxpeGJkLm5ldA&hmac=4184aa62e4cc39ceb903edd9deffc5071978bcf5b4e477268d6583257ae50025	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/fonts/poppins/poppins_n7.59016f931f3f39434d2e458fba083eb7db7a07d969b3.woff	(from https://www.fanflixbd.com/)
14:36:55	8964/8964	---M--	200	added ('OK')	font/woff2	date:Tue,%2022%20Apr%202025%2019:02:26%20GMT	https://www.fanflixbd.com/cdn/fonts/poppins/poppins_n7.59016f931f3f39434d2e458fba083eb7db7a07d9.woff?h1=Zjc1MjA2LTUuYWNjb3VudC5teXNob3BpZnkuY29t&h2=ZmFuZmxpeGJkLmNvbQ&h3=YWNjb3VudC5mYW5mbGl4YmQuY29t&h4=ZmFuZmxpeGJkLm5ldA&hmac=4184aa62e4cc39ceb903edd9deffc5071978bcf5b4e477268d6583257ae50025	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/fonts/poppins/poppins_n7.59016f931f3f39434d2e458fba083eb7db7a07d969b3.woff	(from https://www.fanflixbd.com/)
14:36:55	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20May%202025%2008:36:21%20GMT	http://www.fanflixbd.com/cdn/fonts/poppins/poppins_i4.a7e8d886e15d5fb9bc964a53b3278effbf270e9c.woff2?h1=Zjc1MjA2LTUuYWNjb3VudC5teXNob3BpZnkuY29t&h2=ZmFuZmxpeGJkLmNvbQ&h3=YWNjb3VudC5mYW5mbGl4YmQuY29t&h4=ZmFuZmxpeGJkLm5ldA&hmac=a1f991f5fb38e308e0c51a25f94b325e727e3142aa869089dbfc4ae03d499e0e	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/fonts/poppins/poppins_i4.a7e8d886e15d5fb9bc964a53b3278effbf270e9cfbfe.woff2	(from https://www.fanflixbd.com/)
14:36:55	10200/10200	---M--	200	added ('OK')	font/woff2	date:Sat,%2019%20Apr%202025%2007:50:13%20GMT	https://www.fanflixbd.com/cdn/fonts/poppins/poppins_i4.a7e8d886e15d5fb9bc964a53b3278effbf270e9c.woff2?h1=Zjc1MjA2LTUuYWNjb3VudC5teXNob3BpZnkuY29t&h2=ZmFuZmxpeGJkLmNvbQ&h3=YWNjb3VudC5mYW5mbGl4YmQuY29t&h4=ZmFuZmxpeGJkLm5ldA&hmac=a1f991f5fb38e308e0c51a25f94b325e727e3142aa869089dbfc4ae03d499e0e	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/fonts/poppins/poppins_i4.a7e8d886e15d5fb9bc964a53b3278effbf270e9cfbfe.woff2	(from https://www.fanflixbd.com/)
14:36:56	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20May%202025%2008:36:21%20GMT	http://www.fanflixbd.com/cdn/fonts/poppins/poppins_i4.e87de252199e27825a41bf81646996685d86452d.woff?h1=Zjc1MjA2LTUuYWNjb3VudC5teXNob3BpZnkuY29t&h2=ZmFuZmxpeGJkLmNvbQ&h3=YWNjb3VudC5mYW5mbGl4YmQuY29t&h4=ZmFuZmxpeGJkLm5ldA&hmac=086d87fb8cd97f630871fdb8aa821241b79bf17b4f7e4d775815959e4e716ad2	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/fonts/poppins/poppins_i4.e87de252199e27825a41bf81646996685d86452d8050.woff	(from https://www.fanflixbd.com/)
14:36:56	10168/10168	---M--	200	added ('OK')	font/woff2	date:Wed,%2016%20Apr%202025%2013:04:49%20GMT	https://www.fanflixbd.com/cdn/fonts/poppins/poppins_i4.e87de252199e27825a41bf81646996685d86452d.woff?h1=Zjc1MjA2LTUuYWNjb3VudC5teXNob3BpZnkuY29t&h2=ZmFuZmxpeGJkLmNvbQ&h3=YWNjb3VudC5mYW5mbGl4YmQuY29t&h4=ZmFuZmxpeGJkLm5ldA&hmac=086d87fb8cd97f630871fdb8aa821241b79bf17b4f7e4d775815959e4e716ad2	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/fonts/poppins/poppins_i4.e87de252199e27825a41bf81646996685d86452d8050.woff	(from https://www.fanflixbd.com/)
14:36:56	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20May%202025%2008:36:22%20GMT	http://www.fanflixbd.com/cdn/fonts/poppins/poppins_i7.4f85a5d51a1aecf426eea47ac4570ef7341bfdc1.woff2?h1=Zjc1MjA2LTUuYWNjb3VudC5teXNob3BpZnkuY29t&h2=ZmFuZmxpeGJkLmNvbQ&h3=YWNjb3VudC5mYW5mbGl4YmQuY29t&h4=ZmFuZmxpeGJkLm5ldA&hmac=1621cfe1489b6d0d3e973c1ad440c0f6762ab21753c1daf97c19518a21951e12	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/fonts/poppins/poppins_i7.4f85a5d51a1aecf426eea47ac4570ef7341bfdc178c3.woff2	(from https://www.fanflixbd.com/)
14:36:56	10100/10100	---M--	200	added ('OK')	font/woff2	date:Fri,%2018%20Apr%202025%2009:38:43%20GMT	https://www.fanflixbd.com/cdn/fonts/poppins/poppins_i7.4f85a5d51a1aecf426eea47ac4570ef7341bfdc1.woff2?h1=Zjc1MjA2LTUuYWNjb3VudC5teXNob3BpZnkuY29t&h2=ZmFuZmxpeGJkLmNvbQ&h3=YWNjb3VudC5mYW5mbGl4YmQuY29t&h4=ZmFuZmxpeGJkLm5ldA&hmac=1621cfe1489b6d0d3e973c1ad440c0f6762ab21753c1daf97c19518a21951e12	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/fonts/poppins/poppins_i7.4f85a5d51a1aecf426eea47ac4570ef7341bfdc178c3.woff2	(from https://www.fanflixbd.com/)
14:36:57	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20May%202025%2008:36:22%20GMT	http://www.fanflixbd.com/cdn/fonts/poppins/poppins_i7.aff3a08a92d1c136586c611b9fc43d357dfbbefe.woff?h1=Zjc1MjA2LTUuYWNjb3VudC5teXNob3BpZnkuY29t&h2=ZmFuZmxpeGJkLmNvbQ&h3=YWNjb3VudC5mYW5mbGl4YmQuY29t&h4=ZmFuZmxpeGJkLm5ldA&hmac=fa8f9c0396d0a31506f6e2252e20ab11f38644b8b94021598659a25782106f7f	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/fonts/poppins/poppins_i7.aff3a08a92d1c136586c611b9fc43d357dfbbefeeba4.woff	(from https://www.fanflixbd.com/)
14:36:57	10112/10112	---M--	200	added ('OK')	font/woff2	date:Thu,%2024%20Apr%202025%2018:29:46%20GMT	https://www.fanflixbd.com/cdn/fonts/poppins/poppins_i7.aff3a08a92d1c136586c611b9fc43d357dfbbefe.woff?h1=Zjc1MjA2LTUuYWNjb3VudC5teXNob3BpZnkuY29t&h2=ZmFuZmxpeGJkLmNvbQ&h3=YWNjb3VudC5mYW5mbGl4YmQuY29t&h4=ZmFuZmxpeGJkLm5ldA&hmac=fa8f9c0396d0a31506f6e2252e20ab11f38644b8b94021598659a25782106f7f	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/fonts/poppins/poppins_i7.aff3a08a92d1c136586c611b9fc43d357dfbbefeeba4.woff	(from https://www.fanflixbd.com/)
14:36:57	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20May%202025%2008:36:23%20GMT	http://www.fanflixbd.com/cdn/fonts/arimo/arimo_n7.bf3fa65912c7598edac87f3464dc56cced61307e.woff2?h1=Zjc1MjA2LTUuYWNjb3VudC5teXNob3BpZnkuY29t&h2=ZmFuZmxpeGJkLmNvbQ&h3=YWNjb3VudC5mYW5mbGl4YmQuY29t&h4=ZmFuZmxpeGJkLm5ldA&hmac=acc2843f0091ed01c652e7d6a9edfd956545d8ceacab0e2589cea7c1cc245cbe	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/fonts/arimo/arimo_n7.bf3fa65912c7598edac87f3464dc56cced61307e5a46.woff2	(from https://www.fanflixbd.com/)
14:36:57	35268/35268	---M--	200	added ('OK')	font/woff2	date:Wed,%2023%20Apr%202025%2011:45:55%20GMT	https://www.fanflixbd.com/cdn/fonts/arimo/arimo_n7.bf3fa65912c7598edac87f3464dc56cced61307e.woff2?h1=Zjc1MjA2LTUuYWNjb3VudC5teXNob3BpZnkuY29t&h2=ZmFuZmxpeGJkLmNvbQ&h3=YWNjb3VudC5mYW5mbGl4YmQuY29t&h4=ZmFuZmxpeGJkLm5ldA&hmac=acc2843f0091ed01c652e7d6a9edfd956545d8ceacab0e2589cea7c1cc245cbe	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/fonts/arimo/arimo_n7.bf3fa65912c7598edac87f3464dc56cced61307e5a46.woff2	(from https://www.fanflixbd.com/)
14:36:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20May%202025%2008:36:23%20GMT	http://www.fanflixbd.com/cdn/fonts/arimo/arimo_n7.1de27ffea9bb2528cf1df7ad7c3c04a2b278cd8d.woff?h1=Zjc1MjA2LTUuYWNjb3VudC5teXNob3BpZnkuY29t&h2=ZmFuZmxpeGJkLmNvbQ&h3=YWNjb3VudC5mYW5mbGl4YmQuY29t&h4=ZmFuZmxpeGJkLm5ldA&hmac=4ed31be0a87d62b59df7a638342191eaac27100f3f05b758b03634d516e1c9fb	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/fonts/arimo/arimo_n7.1de27ffea9bb2528cf1df7ad7c3c04a2b278cd8d3a5a.woff	(from https://www.fanflixbd.com/)
14:36:59	35332/35332	---M--	200	added ('OK')	font/woff2	date:Fri,%2009%20May%202025%2023:34:26%20GMT	https://www.fanflixbd.com/cdn/fonts/arimo/arimo_n7.1de27ffea9bb2528cf1df7ad7c3c04a2b278cd8d.woff?h1=Zjc1MjA2LTUuYWNjb3VudC5teXNob3BpZnkuY29t&h2=ZmFuZmxpeGJkLmNvbQ&h3=YWNjb3VudC5mYW5mbGl4YmQuY29t&h4=ZmFuZmxpeGJkLm5ldA&hmac=4ed31be0a87d62b59df7a638342191eaac27100f3f05b758b03634d516e1c9fb	C:/My%20Web%20Sites/Fanflix/www.fanflixbd.com/cdn/fonts/arimo/arimo_n7.1de27ffea9bb2528cf1df7ad7c3c04a2b278cd8d3a5a.woff	(from https://www.fanflixbd.com/)
